gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cpm_total_poly_1,cpm_total_poly_2,cpm_total_poly_3,cpm_total_poly_4,cpm_LNCaP_TCT1_80S_S34,cpm_LNCaP_TCT2_80S_S38,cpm_LNCaP_TCT3_80S_S42,cpm_LNCaP_TCT4_80S_S46,raw_total_poly_1,raw_total_poly_2,raw_total_poly_3,raw_total_poly_4,raw_LNCaP_TCT1_80S_S34,raw_LNCaP_TCT2_80S_S38,raw_LNCaP_TCT3_80S_S42,raw_LNCaP_TCT4_80S_S46
UBIAD1,2365.742558,0.152964934,0.163556024,0,1,1,37.07298035,36.40661785,52.52331681,51.36571556,14.9728508,20.38257595,18.31201123,21.30842574,5094,5249,7047,3363,968,1589,1297,834
FBXO2,1696.34549,0.431027557,0.366077306,0.298023013,0.765685599,1,35.61742556,42.66281318,27.07779338,29.17291606,12.46706379,18.27889914,7.454696938,8.278093454,4894,6151,3633,1910,806,1425,528,324
FBXO44,3506.184178,-0.474215332,0.288829856,-0.527255872,0.598015914,1,63.27296645,61.9932083,39.59186305,36.39741307,28.60000117,38.49472021,34.84506069,33.41896987,8694,8938,5312,2383,1849,3001,2468,1308
FBXO6,316.8752389,1.060822757,0.387522171,1.906715839,0.056557395,0.202967604,8.012829085,8.406328984,6.044616139,7.300865904,2.103623667,2.308913575,0.931837117,1.149735202,1101,1212,811,478,136,180,66,45
MAD2L2,7490.894024,-0.06260871,0.271565726,0,1,1,117.2449378,134.5706229,132.9666485,129.6743756,69.89908345,70.03704511,39.95604609,68.62641672,16110,19402,17840,8490,4519,5460,2830,2686
DRAXIN,34.79515271,0.016246542,0.443277622,0,1,1,0.545833044,0.56874503,0.626076148,0.748415124,0.13921039,0.205236762,0.494156047,0.357695396,75,82,84,49,9,16,35,14
AGTRAP,22420.64042,0.537844998,0.246207478,0.876971344,0.380502203,0.802106314,407.6717839,467.6193895,461.1721623,536.4609062,155.5908122,173.0530724,102.939764,166.6094056,56016,67420,61875,35123,10059,13491,7291,6521
C1orf167,11.76539388,0.438679971,0.734073268,0.159046626,0.873632139,1,0.20377767,0.215013365,0.290678211,0.259654227,0.015467821,0.051309191,0.183543675,0.102198685,28,31,39,17,1,4,13,4
MTHFR,4141.932468,0.026908024,0.260452871,0,1,1,64.84496562,74.03395674,75.0769647,80.61500051,18.96354864,24.39752011,48.63907377,50.33285217,8910,10674,10073,5278,1226,1902,3445,1970
CLCN6,3013.622232,0.161969608,0.281996715,0,1,1,61.4753563,69.73368944,38.10865884,50.00634931,14.50881617,23.52526387,31.35773087,27.7213932,8447,10054,5113,3274,938,1834,2221,1085
NPPA,0.461869433,-0.818125747,3.491888528,-0.142100084,0.887000952,,0.014555548,0,0.007453287,0,0.015467821,0,0,0,2,0,1,0,1,0,0,0
NPPB,13.48683494,0.680102988,1.18541702,0.302150962,0.762536985,1,0.356610922,0.617296435,0.022359862,0.091642668,0.092806926,0.205236762,0,0.025549671,49,89,3,6,6,16,0,1
KIAA2013,11188.63012,0.757889577,0.227603992,1.915438643,0.055436587,0.199864983,239.2932065,275.2309791,231.7152542,234.864885,67.8109276,76.14283878,63.6614176,64.58956868,32880,39682,31089,15377,4384,5936,4509,2528
PLOD1,22887.75207,0.71581023,0.394875877,0.997483406,0.318529924,0.711820862,598.8443492,710.0781703,312.8219284,309.5842071,172.6054154,162.303797,104.3092822,113.6449373,82284,102377,41971,20269,11159,12653,7388,4448
MFN2,8546.443343,0.806866305,0.238498318,2.033298239,0.042022401,0.16040035,193.8071195,186.0351122,224.8582297,156.9991645,33.68891431,50.78327135,75.3517378,50.76719658,26630,26822,30169,10279,2178,3959,5337,1987
MIIP,4496.616671,-0.760434233,0.209313085,-2.094977193,0.03617302,0.143091865,64.08807713,61.88223366,54.79656949,51.41153689,41.23721099,50.12907917,45.98474986,50.33285217,8806,8922,7352,3366,2666,3908,3257,1970
TNFRSF8,65.95067931,-0.838075305,0.479969883,-1.075374161,0.282207246,0.656732993,0.676832974,0.492449965,1.363951607,0.85533157,0.43309899,0.282200548,0.87536214,1.379682242,93,71,183,56,28,22,62,54
TNFRSF1B,49.18965953,1.435572469,0.54247211,2.052906231,0.040081673,0.154674712,1.062554992,0.98489993,1.304325307,1.817579587,0.123742569,0.102618381,0.53651228,0.127748356,146,142,175,119,8,8,38,5
VPS13D,2753.127493,0.699840448,0.231206606,1.634522297,0.102149228,0.318828241,51.344695,46.93533683,61.58651437,83.68502989,9.89940549,16.05977664,22.15230965,24.24663793,7055,6767,8263,5479,640,1252,1569,949
DHRS3,13462.12012,0.167063822,0.349376061,0,1,1,278.8479077,330.3923112,169.1672657,197.9176159,116.2561432,130.3125167,71.76557678,90.39473654,38315,47635,22697,12958,7516,10159,5083,3538
AADACL4,1.025867606,-0.517908519,2.596494525,-0.075478851,0.939833724,,0.007277774,0.04161549,0.007453287,0,0,0,0.042356233,0,1,6,1,0,0,0,3,0
AADACL3,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf158,0.435424319,-0.249827327,3.460595636,0,1,,0,0,0.037266437,0,0,0.012827298,0,0,0,0,5,0,0,1,0,0
PRAMEF12,17.88086142,-0.492832464,0.834004192,-0.204920276,0.837634413,1,0.276555409,0.298244345,0.149065749,0.305475561,0.123742569,0.282200548,0,0.306596054,38,43,20,20,8,22,0,12
PRAMEF1,1.038727239,2.526690678,3.382969004,0.651724145,0.514579143,,0.058222191,0,0.08943945,0,0,0,0,0,8,0,12,0,0,0,0,0
PRAMEF11,0.198042188,-2.713963104,3.533811541,-0.676899427,0.498469767,,0,0,0,0,0,0,0.014118744,0,0,0,0,0,0,0,1,0
HNRNPCL1,21.42297705,-0.080255956,0.725009304,0,1,1,0.531277496,0.45777039,0.253411774,0.168011558,0.201081674,0.346337036,0.070593721,0.076649013,73,66,34,11,13,27,5,3
PRAMEF2,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF4,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF10,0.056110413,-1.271290583,3.533811541,-0.268651137,0.788198157,,0.007277774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PRAMEF7,0.442382954,1.306862538,3.427009834,0.287403448,0.773803421,,0,0,0.067079587,0,0,0,0,0,0,0,9,0,0,0,0,0
PRAMEF6,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL3,2.42493876,0.056364175,1.335313953,0,1,1,0.03638887,0.034679575,0.0596263,0.045821334,0.030935642,0.012827298,0.028237488,0,5,5,8,3,2,1,2,0
PRAMEF25,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL2,10.21949924,0.122964527,0.753062361,0,1,1,0.225610991,0.20807745,0.163972324,0.122190224,0.077339105,0.076963786,0.028237488,0.153298027,31,30,22,8,5,6,2,6
PRAMEF26,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL4,5.238576426,0.361738902,0.954960908,0.041688415,0.966747089,1,0.123722157,0.104038725,0.081986162,0.091642668,0.030935642,0.038481893,0.014118744,0.076649013,17,15,11,6,2,3,1,3
PRAMEF9,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF18,0.097454329,-1.271290583,3.533811541,-0.268651137,0.788198157,,0,0,0,0.015273778,0,0,0,0,0,0,0,1,0,0,0,0
PRAMEF5,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF8,0.328174553,0.872759387,3.442109655,0.160027235,0.87285962,,0.007277774,0.034679575,0,0,0,0,0,0,1,5,0,0,0,0,0,0
PRAMEF14,3.960847123,-5.688559376,2.496566,-2.14960521,0.031586456,0.128720539,0,0.006935915,0,0,0.201081674,0,0,0,0,1,0,0,13,0,0,0
PRAMEF19,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF17,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF20,0.056110413,-1.271290583,3.533811541,-0.268651137,0.788198157,,0.007277774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LRRC38,0.163238484,-0.084309341,3.491264513,0,1,,0,0.020807745,0,0,0,0,0,0,0,3,0,0,0,0,0,0
PDPN,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM2,2997.376676,-0.905260436,0.28762056,-2.028131577,0.042546821,0.162082708,28.69626256,30.21284575,43.33341336,46.93631992,14.77176913,28.38680967,51.7451975,40.98167253,3943,4356,5814,3073,955,2213,3665,1604
KAZN,236.7621137,-0.034123106,0.30266096,0,1,1,2.983887307,2.614839956,5.71667149,5.620750319,1.129150939,1.859958158,2.597848933,2.6571658,410,377,767,368,73,145,184,104
TMEM51,126.7295746,0.756631265,0.38258015,1.136240786,0.255855805,0.61334414,2.867442924,3.689906782,1.91549488,2.504899599,0.819794517,0.987701918,0.691818466,0.536543094,394,532,257,164,53,77,49,21
FHAD1,10.63315733,-1.373839355,0.679782775,-1.547422645,0.121761364,0.365850404,0.087333287,0.11097464,0.126705887,0.091642668,0.123742569,0.102618381,0.197662419,0.076649013,12,16,17,6,8,8,14,3
EFHD2,2168.096314,1.358632332,0.215894167,4.801909442,1.5716E-06,2.7753E-05,46.4613087,53.11523709,64.31441759,56.52825253,10.40984359,10.10791054,9.911358429,9.248980958,6384,7658,8629,3701,673,788,702,362
CTRC,3.050787636,-0.310618849,1.332749133,0,1,1,0.029111096,0.08323098,0.014906575,0.061095112,0.046403463,0.012827298,0.042356233,0,4,12,2,4,3,1,3,0
CELA2A,0.207132979,0.222935869,3.474804972,0,1,,0,0.01387183,0.014906575,0,0,0,0,0,0,2,2,0,0,0,0,0
CELA2B,0.652101875,-1.916844929,2.959787583,-0.538861925,0.589982131,,0.007277774,0,0,0.015273778,0.015467821,0,0.014118744,0,1,0,0,1,1,0,1,0
CASP9,638.5265516,0.835350103,0.206724554,2.483604379,0.013006021,0.064794959,12.58327111,10.62582178,16.07674108,19.21441278,2.907950363,3.463370362,3.981485865,5.186583244,1729,1532,2157,1258,188,270,282,203
DNAJC16,1372.287349,-0.702733236,0.302200013,-1.260109612,0.207629823,0.53357406,12.49593782,14.23249759,21.44310805,27.09568225,7.919524392,9.735918908,19.55446072,21.84496884,1717,2052,2877,1774,512,759,1385,855
AGMAT,0.238809673,-1.992624591,3.533811541,-0.472774645,0.636373965,,0,0,0.007453287,0,0,0.012827298,0,0,0,0,1,0,0,1,0,0
DDI2,2938.243133,-0.207736992,0.281673673,0,1,1,32.1459274,35.21364047,57.53192599,72.10750614,14.66349438,21.65247841,33.74379864,39.01434785,4417,5077,7719,4721,948,1688,2390,1527
RSC1A1,0.056110413,-1.271290583,3.533811541,-0.268651137,0.788198157,,0.007277774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLEKHM2,4441.671885,-0.143671069,0.189615755,0,1,1,72.69040591,72.80629979,75.38254948,75.45246353,29.96116943,30.67006865,48.34258015,48.56992486,9988,10497,10114,4940,1937,2391,3424,1901
SLC25A34,5.690525754,0.777506644,1.11207477,0.409665395,0.682051419,1,0.058222191,0.117910555,0.186332187,0.168011558,0.015467821,0.102618381,0.014118744,0,8,17,25,11,1,8,1,0
TMEM82,0.674939554,-1.937845597,2.93107012,-0.551306327,0.581423702,,0,0.006935915,0,0.015273778,0,0,0.014118744,0.025549671,0,1,0,1,0,0,1,1
FBLIM1,85.03225288,-0.73404944,0.366672339,-1.123949916,0.261034274,0.621945317,1.309999305,1.192977381,1.095633258,0.809510236,0.742455412,1.19293868,0.578868512,1.021986846,180,172,147,53,48,93,41,40
UQCRHL,3519.594877,-1.313071882,0.320622604,-3.091309765,0.001992756,0.013761095,37.88809102,35.42865384,36.45402902,31.26542365,47.88837406,54.14402333,27.31977003,31.09394979,5206,5108,4891,2047,3096,4221,1935,1217
SPEN,3128.804526,1.343803338,0.253398069,4.032687563,5.51426E-05,0.000649997,58.62246892,59.46159932,91.06426632,113.6980037,9.559113426,11.23671273,19.28620458,20.59303495,8055,8573,12218,7444,618,876,1366,806
ZBTB17,1851.390079,1.000176934,0.262125379,2.587497787,0.009667582,0.050966271,45.4569759,48.02427548,40.94836137,37.16110198,6.310871,8.081197512,15.05058132,12.87703426,6246,6924,5494,2433,408,630,1066,504
HSPB7,0.870118254,0.848798379,2.669304355,0.19738112,0.843529303,,0.007277774,0,0.02981315,0.045821334,0,0,0,0.025549671,1,0,4,3,0,0,0,1
CLCNKA,21.13428492,0.34291099,0.762645624,0.027513296,0.978050335,1,0.523999722,0.395347155,0.447197248,0.290201783,0.061871284,0.089791083,0.451799814,0.025549671,72,57,60,19,4,7,32,1
CLCNKB,0.568247238,0.331580183,2.971309897,0.003248429,0.997408133,,0.021833322,0.006935915,0.022359862,0,0,0,0.014118744,0,3,1,3,0,0,0,1,0
FAM131C,397.7461223,0.363807404,0.232343424,0.180247447,0.856958311,1,5.873163553,6.797196703,8.146443206,11.18040553,2.412980088,2.886141969,2.527255212,3.858000344,807,980,1093,732,156,225,179,151
EPHA2,783.5378199,0.241706599,0.310613424,0,1,1,14.93399208,18.58825221,12.11904543,13.10490156,3.078096394,4.604999852,8.739502661,8.533590165,2052,2680,1626,858,199,359,619,334
ARHGEF19,3271.234521,0.382130234,0.180750206,0.333068162,0.739082831,1,65.88568729,63.6578279,65.10446606,64.94410423,15.15846466,23.65353685,28.57633826,29.48432051,9053,9178,8735,4252,980,1844,2024,1154
FBXO42,3289.856441,0.050893045,0.278749258,0,1,1,63.88429946,61.47301467,50.96557973,56.91009698,25.28988746,37.01958099,20.5710103,22.68810798,8778,8863,6838,3726,1635,2886,1457,888
SZRD1,17348.02569,0.117545448,0.223326232,0,1,1,235.7707639,253.5909243,378.2394326,427.1922981,104.5934061,176.9397436,117.3267643,159.3277493,32396,36562,50748,27969,6762,13794,8310,6236
SPATA21,2.531641037,2.188456261,1.611983163,1.157907979,0.246901591,0.599469954,0.145555478,0.05548732,0.02981315,0.061095112,0,0.012827298,0.014118744,0,20,8,4,4,0,1,1,0
NECAP2,1390.080068,0.974433448,0.193017699,3.380546734,0.000723418,0.005903109,31.22165011,29.81056268,35.65652726,33.15937213,5.475608661,9.748746205,6.847590938,9.606676354,4290,4298,4784,2171,354,760,485,376
NBPF1,4153.367855,-1.112373715,0.317807001,-2.487187562,0.01287575,0.06425974,41.34503364,51.76966958,43.33341336,47.48617593,37.84975818,79.56772725,34.87329818,34.49205606,5681,7464,5814,3109,2447,6203,2470,1350
CROCC,759.2530027,0.92751437,0.270400711,2.239588327,0.025117661,0.107639452,17.97610158,20.68983445,15.24197288,15.10576648,2.614061762,3.925153077,6.339316146,5.007735546,2470,2983,2045,989,169,306,449,196
MFAP2,0.159676902,-0.107790494,3.492442956,0,1,,0.007277774,0.006935915,0.007453287,0,0,0,0,0,1,1,1,0,0,0,0,0
ATP13A2,5959.998058,1.87267057,0.217310809,7.136057723,9.60457E-13,4.66569E-11,140.708481,136.0063573,195.2984916,194.5573847,22.53661531,17.76580723,20.83926644,22.48371062,19334,19609,26203,12738,1457,1385,1476,880
SDHB,6553.344072,0.692131634,0.246069314,1.504468529,0.132460771,0.388663743,152.7968634,144.683187,134.2337074,133.1109756,45.39805486,41.41934408,34.74622948,41.1860699,20995,20860,18010,8715,2935,3229,2461,1612
PADI2,154.699149,0.839761486,0.563370185,0.919170742,0.358006272,0.770642121,3.347776003,2.309659696,4.218560709,4.307205408,0.71151977,1.667548693,0.098831209,1.226384215,460,333,566,282,46,130,7,48
PADI1,105.8643496,-0.478228892,0.356402722,-0.438551075,0.660986854,1,1.695721323,1.803337901,1.505564069,1.084438241,1.036344012,1.14162949,0.677699722,1.200834544,233,260,202,71,67,89,48,47
PADI3,18.65306011,-1.211664296,0.855583567,-1.039917356,0.298378298,0.682762034,0.145555478,0.173397875,0.216145337,0.259654227,0.2938886,0,0.155306186,0.408794738,20,25,29,17,19,0,11,16
PADI4,1.546413583,0.743071088,2.110195468,0.199575347,0.84181271,,0.007277774,0.01387183,0.014906575,0.106916446,0.030935642,0,0,0,1,2,2,7,2,0,0,0
PADI6,3.360825336,-4.682450496,2.337460651,-1.865495532,0.062111978,0.21872657,0.007277774,0.006935915,0,0,0,0,0,0.255496712,1,1,0,0,0,0,0,10
RCC2,7971.148868,0.814469499,0.20713339,2.377894771,0.017411794,0.080914987,170.547354,183.5104391,191.8252596,166.5147282,37.21557751,60.39091728,51.23692271,43.58773899,23434,26458,25737,10902,2406,4708,3629,1706
ARHGEF10L,1244.717884,0.431914345,0.261471198,0.420643844,0.674015173,1,25.84337519,25.38544891,24.77472755,23.9951053,5.939643294,6.144275569,13.6387069,10.39871616,3551,3660,3324,1571,384,479,966,407
ACTL8,6.330207126,3.586640946,1.376263458,2.372156896,0.017684579,0.081884502,0.261999861,0.05548732,0.395024236,0.122190224,0.015467821,0.012827298,0,0,36,8,53,8,1,1,0,0
IGSF21,0.2541526,-1.992624591,3.533811541,-0.472774645,0.636373965,,0.007277774,0,0,0,0,0,0.014118744,0,1,0,0,0,0,0,1,0
KLHDC7A,3.165125855,0.294624117,1.775327694,0,1,1,0.145555478,0.02774366,0.007453287,0.061095112,0,0,0.098831209,0,20,4,1,4,0,0,7,0
PAX7,1.84485396,-1.738678289,1.806762899,-0.784137307,0.432959547,,0.03638887,0,0.007453287,0.015273778,0.015467821,0,0.056474977,0.025549671,5,0,1,1,1,0,4,1
TAS1R2,0.392772889,1.127849972,3.432704787,0.234777508,0.814381426,,0.050944417,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
ALDH4A1,874.5984963,0.951130379,0.241121288,2.60948458,0.009067873,0.04826608,18.98043438,14.1007152,29.85041632,19.18386522,4.408329007,4.3484539,5.322766564,5.799775352,2608,2033,4005,1256,285,339,377,227
IFFO2,709.2442442,0.052374631,0.300653301,0,1,1,11.34604954,10.10562816,16.51648504,13.39510334,3.078096394,4.002116863,9.614864801,7.409404635,1559,1457,2216,877,199,312,681,290
UBR4,4245.34527,1.720969564,0.240761017,5.810913595,6.21328E-09,1.78746E-07,115.5273832,129.0218909,79.09428664,130.5297071,14.3850736,16.18804962,18.41084244,16.58173658,15874,18602,10612,8546,930,1262,1304,649
EMC1,2204.641081,0.83605267,0.268378566,1.91566928,0.055407205,0.199810365,54.7506932,59.97485703,39.00305334,41.25447449,10.45624705,16.44459557,11.15380792,14.84435894,7523,8647,5233,2701,676,1282,790,581
MRTO4,1789.667647,0.684722275,0.222387589,1.631359836,0.102814415,0.32061563,38.04820205,27.67430086,52.4115175,38.78012245,7.378150654,11.64718626,14.81056267,12.80038525,5228,3990,7032,2539,477,908,1049,501
AKR7A3,74.01076844,-1.284064835,0.458726952,-2.097406173,0.035957635,0.142480734,1.157166053,0.853117545,0.372664374,0.534582231,0.928069265,0.897910835,0.748293443,0.843139148,159,123,50,35,60,70,53,33
AKR7A2,4227.619924,0.810405825,0.328999781,1.484735731,0.137613843,0.400074702,97.66044822,106.6258213,84.7736917,85.2124077,32.82271633,27.23235289,17.47900532,19.64769712,13419,15373,11374,5579,2122,2123,1238,769
CAPZB,11973.49061,0.805309456,0.315912183,1.530113073,0.125988743,0.374577713,287.4793476,263.7242962,246.7559883,266.8787237,83.10860265,93.24162654,44.37521303,58.35544892,39501,38023,33107,17473,5373,7269,3143,2284
NBL1,9.872080714,0.436351804,0.875090732,0.130756395,0.895968018,1,0.269277635,0.284372515,0.111799312,0.106916446,0.015467821,0.153927572,0.042356233,0.076649013,37,41,15,7,1,12,3,3
HTR6,166.148505,0.207401186,1.027393513,0,1,1,4.563164247,4.459793347,0.804955047,2.123055148,2.134559309,2.013885729,0.141187442,0.306596054,627,643,108,139,138,157,10,12
TMCO4,1112.574281,0.121873553,0.306385823,0,1,1,23.5508764,25.85709113,13.02089321,17.16772652,6.094321505,7.991406429,12.24095122,9.785524052,3236,3728,1747,1124,394,623,867,383
RNF186,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTUD3,2674.351932,-0.831262842,0.305010605,-1.669891931,0.094940747,0.302101801,33.49231558,41.24095061,27.92001487,30.77666275,11.91022223,28.98969266,35.96044148,43.05119589,4602,5946,3746,2015,770,2260,2547,1685
PLA2G2E,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G2A,2083.198155,0.149721488,0.315343624,0,1,1,39.72936783,44.54938206,29.95476235,37.97061221,17.58691257,21.56268733,11.80327015,12.69818656,5459,6423,4019,2486,1137,1681,836,497
PLA2G5,226.7850345,-2.076025838,0.505782246,-3.468088799,0.000524174,0.004506356,2.081443341,1.824145646,0.931660934,1.084438241,4.423796828,3.886671185,1.41187442,1.584079612,286,263,125,71,286,303,100,62
PLA2G2D,2.644164802,0.142538471,1.994275463,0,1,1,0.065499965,0.06935915,0.044719725,0,0,0,0,0.102198685,9,10,6,0,0,0,0,4
PLA2G2F,110.2030193,-0.641181917,0.499300896,-0.63940166,0.522561669,0.971044775,1.593832488,2.358211101,0.901847784,0.992795573,1.129150939,1.84713086,0.649462233,0.689841121,219,340,121,65,73,144,46,27
PLA2G2C,0.600936818,0.436314587,2.945390569,0.038835764,0.969021331,,0,0.01387183,0.02981315,0.015273778,0,0,0.014118744,0,0,2,4,1,0,0,1,0
UBXN10,0.402894631,1.156556301,3.431744415,0.243208149,0.807844155,,0,0.01387183,0.02981315,0.015273778,0,0,0,0,0,2,4,1,0,0,0,0
VWA5B1,122.2287897,-0.576629633,0.374159983,-0.680728967,0.496043004,0.943727468,1.375499271,1.345567511,2.519211165,1.787032031,0.525905917,1.013356513,2.160167863,1.379682242,189,194,338,117,34,79,153,54
CAMK2N1,22721.65749,-1.392363955,0.280475296,-3.816506754,0.000135354,0.001411768,194.2365081,203.2015018,249.9459953,239.4775659,230.130242,427.9314765,206.5713464,216.8145094,26689,29297,33535,15679,14878,33361,14631,8486
MUL1,1419.59496,1.337446702,0.225015878,4.513097538,6.38876E-06,9.78524E-05,35.70475885,36.83664458,35.25404974,34.53401215,6.573823958,7.503969119,6.141653728,6.106371406,4906,5311,4730,2261,425,585,435,239
FAM43B,1.073240952,1.562774584,2.553477334,0.485943804,0.62700701,,0.087333287,0.006935915,0.022359862,0,0,0,0.014118744,0,12,1,3,0,0,0,1,0
CDA,19.94945445,-0.085775492,0.657385847,0,1,1,0.414833113,0.40228307,0.231051912,0.290201783,0.201081674,0.230891357,0.183543675,0.025549671,57,58,31,19,13,18,13,1
PINK1,2015.564988,1.413895221,0.340826299,3.203881652,0.001355882,0.009976534,53.60808269,53.03894203,47.0526038,51.04496622,11.24510592,11.26236733,4.87096675,7.613802004,7366,7647,6313,3342,727,878,345,298
