gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cpm_total_poly_1,cpm_total_poly_2,cpm_total_poly_3,cpm_total_poly_4,cpm_LNCaP_TCT1_80S_S34,cpm_LNCaP_TCT2_80S_S38,cpm_LNCaP_TCT3_80S_S42,cpm_LNCaP_TCT4_80S_S46,raw_total_poly_1,raw_total_poly_2,raw_total_poly_3,raw_total_poly_4,raw_LNCaP_TCT1_80S_S34,raw_LNCaP_TCT2_80S_S38,raw_LNCaP_TCT3_80S_S42,raw_LNCaP_TCT4_80S_S46
SMARCD2,10092.87259,0.601545971,0.168886137,1.655659135,0.097790867,0.309278212,200.8956713,179.5153521,239.1610884,242.7308806,61.63926699,65.34225417,61.98128704,76.77676182,27604,25882,32088,15892,3985,5094,4390,3005
CSH2,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH2,0.266804974,0.579509592,3.455120727,0.07455065,0.94057224,,0,0.02774366,0.007453287,0,0,0,0,0,0,4,1,0,0,0,0,0
CSH1,0.110523241,-0.542898712,3.517788334,-0.062815211,0.949913653,,0.007277774,0.006935915,0,0,0,0,0,0,1,1,0,0,0,0,0,0
CSHL1,0.105264074,-0.591173354,3.521052215,-0.076467272,0.939047351,,0.007277774,0,0.007453287,0,0,0,0,0,1,0,1,0,0,0,0,0
GH1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD79B,16.56582456,-0.131570597,0.820701532,0,1,1,0.225610991,0.215013365,0.320491361,0.351296895,0.278420779,0.025654595,0.028237488,0.204397369,31,31,43,23,18,2,2,8
SCN4A,1.088621861,1.588362512,2.113137489,0.599314727,0.548963029,,0.03638887,0.02774366,0.044719725,0.015273778,0,0,0.014118744,0,5,4,6,1,0,0,1,0
PRR29,1.393801426,1.887871953,2.266178004,0.691006556,0.489561421,,0.03638887,0.034679575,0.081986162,0,0.015467821,0,0,0,5,5,11,0,1,0,0,0
ICAM2,1.113603442,1.626492114,2.442710414,0.534064133,0.593297164,,0.043666644,0,0.044719725,0.045821334,0,0.012827298,0,0,6,0,6,3,0,1,0,0
ERN1,2391.579632,-0.228912811,0.277076586,0,1,1,35.26809241,40.81092388,35.157157,43.45389853,22.02617721,28.04047264,16.40598076,17.11827967,4846,5884,4717,2845,1424,2186,1162,670
TEX2,3976.649241,0.471409228,0.298822081,0.500234562,0.616909925,1,63.44763303,57.97037759,96.78093781,114.1409433,14.6016231,20.26713027,44.75641912,35.76953962,8718,8358,12985,7473,944,1580,3170,1400
PECAM1,1.701358058,2.336611895,1.840454592,1.094666399,0.273662815,,0.029111096,0.06935915,0.067079587,0.045821334,0,0,0.014118744,0,4,10,9,3,0,0,1,0
MILR1,0.054412828,-1.271290583,3.533811541,-0.268651137,0.788198157,,0,0.006935915,0,0,0,0,0,0,0,1,0,0,0,0,0,0
POLG2,1393.630365,-0.728998225,0.266615702,-1.526804791,0.12680956,0.376380425,19.70821177,17.94321211,16.92641585,18.8478421,6.620227421,19.49749241,15.89770597,18.01251816,2708,2587,2271,1234,428,1520,1126,705
DDX5,7578.39135,-0.440815308,0.315952496,-0.376281924,0.706707316,1,104.8508889,90.31254925,151.7042132,109.2991557,29.8683625,55.64481716,109.067299,112.4696524,14407,13021,20354,7156,1931,4338,7725,4402
CEP95,1261.270225,-0.843235311,0.203480296,-2.56195429,0.010408502,0.054140406,15.35610297,14.72494755,14.69788289,18.86311588,10.88934604,10.39011109,14.57054402,18.90675665,2110,2123,1972,1235,704,810,1032,740
SMURF2,1543.856542,-0.150363422,0.200273005,0,1,1,20.14487821,19.96156338,27.89020172,37.0083642,10.50265051,13.93044524,14.90939388,15.15095499,2768,2878,3742,2423,679,1086,1056,593
LRRC37A3,153.7182667,-0.43634585,0.350096419,-0.326817839,0.743805666,1,2.205165498,2.011415351,1.94530803,3.100576943,0.850730159,0.859428942,2.428424003,1.967324679,303,290,261,203,55,67,172,77
GNA13,3369.907612,-1.480768609,0.225491631,-5.139173053,2.7595E-07,5.78219E-06,20.99637776,24.52539545,36.54346847,46.0504408,29.96116943,39.62352241,46.28124349,52.1724285,2885,3536,4903,3015,1937,3089,3278,2042
RGS9,81.50284113,-0.606683534,0.376480911,-0.756360897,0.449432846,0.885306766,0.866055096,0.61036052,1.468297632,1.756484475,0.556841559,0.615710287,1.087143304,1.09863586,119,88,197,115,36,48,77,43
AXIN2,207.8105281,-0.063283763,0.47628539,0,1,1,2.139665532,2.670327276,5.150221643,4.750144971,0.556841559,0.859428942,3.684992237,2.42721876,294,385,691,311,36,67,261,95
CEP112,153.5789195,-0.658273812,0.302082668,-1.113422759,0.265526905,0.630640309,1.914054541,1.297016106,2.47449144,2.871470272,1.252893507,1.090320299,2.033099165,1.967324679,263,187,332,188,81,85,144,77
APOH,226.8379615,-0.365771424,0.663880892,-0.066040957,0.947345218,1,5.036219552,5.132577102,1.229792433,1.863400921,3.1554355,3.360751981,0.522393535,0.740940463,692,740,165,122,204,262,37,29
PRKCA,1456.671292,-0.603088183,0.286634964,-0.980899484,0.326642312,0.724215321,23.65276524,23.94971451,13.75131538,18.38962876,12.621742,18.09931697,12.43861364,15.02320664,3250,3453,1845,1204,816,1411,881,588
CACNG5,0.21408973,0.265673579,3.472191299,0,1,,0.007277774,0.01387183,0.007453287,0,0,0,0,0,1,2,1,0,0,0,0,0
CACNG4,642.8941784,-1.101681085,0.287779192,-2.709553059,0.006737393,0.037986449,5.691219205,5.625027067,7.177515835,10.82910863,4.006165659,5.502910687,9.713696011,11.24185531,782,811,963,709,259,429,688,440
CACNG1,4.271991856,-2.129647686,1.846273557,-0.979117956,0.3275217,0.725935768,0.087333287,0.006935915,0.007453287,0,0.170146032,0.012827298,0,0,12,1,1,0,11,1,0,0
HELZ,3305.902831,0.143883342,0.196480768,0,1,1,53.70997152,66.23798828,52.02394655,71.87839947,17.23115268,27.24518018,29.50817538,32.93352612,7380,9550,6980,4706,1114,2124,2090,1289
PSMD12,1898.892483,1.028416021,0.244612459,2.888192727,0.003874624,0.0239313,41.51242244,30.93418091,63.36039679,45.94352435,8.167009529,8.31208887,10.2219708,15.73859743,5704,4460,8501,3008,528,648,724,616
PITPNC1,816.4144457,-0.432308388,0.319386591,-0.345600899,0.72964267,1,12.29943792,12.2488259,10.94142601,13.22709178,8.770254551,10.19770162,4.673304331,6.464066802,1690,1766,1468,866,567,795,331,253
NOL11,1143.150534,0.171002332,0.261868047,0,1,1,20.5669891,17.74207058,27.36847159,19.91700657,4.810492355,7.157632082,12.08564504,13.285829,2826,2558,3672,1304,311,558,856,520
BPTF,2720.478594,1.223112834,0.20297505,4.439879372,9.00093E-06,0.000132735,65.33257647,62.04869562,61.53434136,79.68330005,7.857653107,13.69955388,15.75651853,18.83010764,8977,8946,8256,5217,508,1068,1116,737
C17orf58,1071.79038,-0.567734997,0.348627061,-0.705071206,0.480765925,0.925468096,10.31988342,7.178672028,21.55490737,24.08674797,7.424554117,7.952924536,10.81495806,17.80812079,1418,1035,2892,1577,480,620,766,697
KPNA2,3997.543596,0.186290629,0.257262448,0,1,1,79.99729092,48.26703251,110.6291459,63.06542954,26.23342455,26.51402422,33.80027362,38.86104983,10992,6959,14843,4129,1696,2067,2394,1521
AMZ2,7456.375983,-0.17869239,0.197034687,0,1,1,102.5438345,91.75521957,144.7577493,161.8256784,43.78940147,66.86870259,68.85711547,90.67578293,14090,13229,19422,10595,2831,5213,4877,3549
ARSG,675.9820798,0.678657979,0.288934628,1.234638737,0.216964986,0.550211603,11.28054957,11.06278443,16.86678955,20.5890528,2.87701472,3.360751981,7.15820331,4.21569574,1550,1595,2263,1348,186,262,507,165
SLC16A6,152.8783214,-0.088422694,0.424024279,0,1,1,1.586554714,1.505093556,4.099308109,3.635159174,0.57230938,1.051838406,2.428424003,1.405231913,218,217,550,238,37,82,172,55
WIPI1,2043.986695,-0.535358845,0.300228096,-0.710895325,0.477149103,0.920403444,25.97437512,22.94400683,28.96347511,41.23920071,21.97977375,21.62682382,11.16792666,24.06779023,3569,3308,3886,2700,1421,1686,791,942
PRKAR1A,4649.42544,0.747734063,0.242543423,1.755586535,0.079159033,0.264095452,105.8188328,101.2088717,114.9669592,85.59425215,24.67117462,38.36644724,25.04665221,26.52055866,14540,14592,15425,5604,1595,2991,1774,1038
FAM20A,0.603801208,-2.055600823,3.000537068,-0.577787472,0.563407614,,0.007277774,0,0.007453287,0,0.015467821,0,0.014118744,0,1,0,1,0,1,0,1,0
ABCA8,3.291072717,-1.02975794,1.115451599,-0.63456796,0.52571023,0.974330271,0.03638887,0.01387183,0.0596263,0.045821334,0.030935642,0.038481893,0.028237488,0.051099342,5,2,8,3,2,3,2,2
ABCA9,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA6,0.349334797,0.969313682,3.438358004,0.188283357,0.850654531,,0,0.006935915,0.044719725,0,0,0,0,0,0,1,6,0,0,0,0,0
ABCA10,3.70343619,0.676120185,1.44286151,0.245478923,0.806085626,1,0.03638887,0.06935915,0.007453287,0.213832893,0.015467821,0.012827298,0,0.076649013,5,10,1,14,1,1,0,3
ABCA5,342.108676,0.349592418,0.276448758,0.100070347,0.920288477,1,5.916830196,7.463044543,5.403633417,8.079828584,2.58312612,1.808648967,2.343711537,3.219258565,813,1076,725,529,167,141,166,126
MAP2K6,1433.948899,-0.155367462,0.311173996,0,1,1,17.21921309,12.46383926,33.63668636,35.41989128,9.064143151,9.28696349,15.23412499,17.96141882,2366,1797,4513,2319,586,724,1079,703
KCNJ16,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNJ2,21.85552828,-2.539007191,0.68421094,-3.240344413,0.001193854,0.009011031,0.087333287,0.08323098,0.260865061,0.015273778,0.170146032,0.359164334,0.395324838,0.357695396,12,12,35,1,11,28,28,14
SOX9,2465.999649,-0.173527184,0.470501917,0,1,1,32.05859411,22.55559559,67.19883984,45.71441768,6.682098706,9.428063764,43.40101968,33.72556592,4405,3252,9016,2993,432,735,3074,1320
SLC39A11,1011.872901,1.277140835,0.193885899,4.926674622,8.36409E-07,1.5911E-05,23.44898757,25.03865316,25.02813933,27.18732491,4.563007218,4.091907947,4.87096675,6.183020419,3222,3610,3358,1780,295,319,345,242
SSTR2,26.93504139,-1.109106827,0.552335318,-1.425182684,0.1541044,0.433127463,0.276555409,0.228885195,0.372664374,0.336023117,0.108274748,0.153927572,0.53651228,0.510993423,38,33,50,22,7,12,38,20
COG1,1490.661308,0.097720445,0.292318835,0,1,1,30.99603912,34.24954828,18.40962005,22.1927995,7.718442718,14.55898282,13.24338206,13.285829,4259,4938,2470,1453,499,1135,938,520
FAM104A,2753.303707,0.043706069,0.210726934,0,1,1,47.05808616,52.6089153,44.78680441,51.15188266,21.39199655,23.66636414,18.90499849,25.57522083,6466,7585,6009,3349,1383,1845,1339,1001
C17orf80,1318.3063,-0.406228602,0.292224215,-0.288478854,0.772980215,1,16.1857692,14.53767785,24.91634002,25.67522089,6.17166061,9.428063764,17.60607402,19.26445205,2224,2096,3343,1681,399,735,1247,754
CPSF4L,0.856078374,-3.379248714,3.481122927,-0.878257012,0.379804259,,0,0,0,0.015273778,0,0.051309191,0,0,0,0,0,1,0,4,0,0
CDC42EP4,2941.458878,0.257896348,0.235199946,0,1,1,46.38125319,39.67343382,71.6857189,72.07695858,21.40746437,17.67601615,20.99457263,28.94777742,6373,5720,9618,4719,1384,1378,1487,1133
SDK2,5.962102554,1.825945692,1.252710002,1.200611151,0.229902074,0.571761773,0.065499965,0.062423235,0.268318349,0.305475561,0.015467821,0.064136488,0,0,9,9,36,20,1,5,0,0
RPL38,178617.0697,-2.938625599,0.294698179,-8.879245595,6.73153E-19,6.09703E-17,708.4549022,714.6766819,749.629294,720.4335627,3419.099978,2351.243657,1957.069727,2308.617186,97345,103040,100577,47168,221046,183300,138615,90358
TTYH2,686.9359298,0.369768509,0.198140398,0.241447047,0.809208653,1,12.19027131,10.4038725,16.17363381,16.43458517,4.485668113,4.335626602,5.562785215,5.54427864,1675,1500,2170,1076,290,338,394,217
DNAI2,0.673511312,0.690172082,2.829230327,0.130156949,0.896442254,,0.029111096,0.006935915,0.02981315,0,0,0,0.014118744,0,4,1,4,0,0,0,1,0
KIF19,5.96363723,0.403599833,0.925229488,0.088271871,0.929660596,1,0.065499965,0.12484647,0.149065749,0.137464002,0.061871284,0.038481893,0.014118744,0.051099342,9,18,20,9,4,3,1,2
BTBD17,0.57765184,-0.091354398,3.45269472,0,1,,0.021833322,0.01387183,0,0,0.015467821,0,0,0,3,2,0,0,1,0,0,0
GPR142,3.104303486,-4.715185002,1.91684015,-2.291926589,0.02190988,0.097063049,0,0,0.014906575,0,0.015467821,0.102618381,0.084712465,0,0,0,2,0,1,8,6,0
GPRC5C,4312.016647,0.750954673,0.396830931,1.081131899,0.279638446,0.652784193,103.6136673,132.032078,65.07465291,69.09857186,33.81265688,31.97845301,15.62944983,20.31198857,14237,19036,8731,4524,2186,2493,1107,795
CD300A,7.703650132,-0.513008025,1.14694356,-0.166599244,0.867685389,1,0.080055513,0.08323098,0.02981315,0.274928005,0.077339105,0.179582167,0,0.025549671,11,12,4,18,5,14,0,1
CD300LB,1.2821352,1.722983757,2.418192093,0.579381459,0.562331812,,0.058222191,0.05548732,0,0.015273778,0.015467821,0,0,0,8,8,0,1,1,0,0,0
CD300C,10.78516346,2.493698536,0.948220188,2.290365116,0.02200016,0.097334252,0.283833183,0.242757025,0.462103823,0.320749339,0,0.064136488,0,0.051099342,39,35,62,21,0,5,0,2
CD300LD,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD300E,0.194908657,-0.15747172,3.494995522,0,1,,0,0,0,0.030547556,0,0,0,0,0,0,0,2,0,0,0,0
RAB37,296.979836,-1.345097064,0.284745962,-3.593269459,0.000326555,0.002998365,2.045054471,2.607904041,3.868256197,3.482421394,3.124499858,4.848718507,2.851986329,3.193708894,281,376,519,228,202,378,202,125
CD300LF,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A3R1,12172.64541,0.768073106,0.267636873,1.66697887,0.095518607,0.303527777,271.6138004,235.4812503,292.1837754,282.2441444,73.64229615,100.3864313,49.50031717,70.28714534,37321,33951,39202,18479,4761,7826,3506,2751
NAT9,5512.826327,-1.599957476,0.200450673,-6.375779961,1.82034E-10,6.48624E-09,55.63858161,41.30337384,51.02520603,43.5455412,60.64932645,64.72654388,77.66721185,72.38221838,7645,5955,6846,2851,3921,5046,5501,2833
TMEM104,1726.843491,0.427617465,0.198701326,0.531900675,0.59479479,1,33.03381582,33.41030257,38.39188376,34.54928593,9.017739688,9.851364587,16.34950579,14.63996157,4539,4817,5151,2262,583,768,1158,573
GRIN2C,1163.137049,-0.31771901,0.209874531,0,1,1,18.71115675,20.23899998,16.88914941,16.19020472,7.331747191,11.12126705,11.83150764,13.56687538,2571,2918,2266,1060,474,867,838,531
FDXR,2330.601018,0.371113355,0.19134939,0.257044248,0.797144616,1,48.1643078,44.77826726,49.66125442,41.39193849,15.12752901,16.290668,18.43907993,17.52707441,6618,6456,6663,2710,978,1270,1306,686
FADS6,0.818588131,1.062596181,2.69749507,0.274576252,0.783641814,,0,0.04161549,0.02981315,0.015273778,0,0,0.014118744,0,0,6,4,1,0,0,1,0
USH1G,23.88382633,-0.1131674,0.658924521,0,1,1,0.261999861,0.145654215,0.506823548,0.77896268,0.154678211,0.064136488,0.324731117,0.306596054,36,21,68,51,10,5,23,12
OTOP2,11.60974135,-0.943558092,0.85078696,-0.730652944,0.464991165,0.906920112,0.050944417,0.173397875,0.223598624,0.122190224,0.030935642,0.064136488,0.338849861,0.102198685,7,25,30,8,2,5,24,4
OTOP3,0.212392146,0.255433455,3.472810787,0,1,,0,0.020807745,0.007453287,0,0,0,0,0,0,3,1,0,0,0,0,0
HID1,6050.941226,0.191840114,0.263484255,0,1,1,128.1688765,128.0647346,101.7820937,88.09915175,46.29518849,51.51442732,41.11378311,46.1427061,17611,18464,13656,5768,2993,4016,2912,1806
CDR2L,6844.406414,0.133154493,0.172112092,0,1,1,101.4521684,122.6685927,134.8001572,148.4000275,40.38648083,65.02157173,55.74080211,57.87000516,13940,17686,18086,9716,2611,5069,3948,2265
KCTD2,4171.68982,-0.697554732,0.183503996,-2.046967076,0.040661317,0.156181733,50.23847337,51.94306746,57.07727545,65.82998336,29.97663725,36.48083448,56.16436443,52.73452126,6903,7489,7658,4310,1938,2844,3978,2064
SLC16A5,2.079636138,-2.104775759,2.095308571,-0.850875947,0.394838268,0.819993727,0.021833322,0.02774366,0,0,0.046403463,0,0.056474977,0,3,4,0,0,3,0,4,0
ARMC7,730.8329131,0.58234559,0.210838474,1.235151679,0.216774059,0.549926096,14.07521476,10.39693659,18.35744704,19.90173279,3.665873595,5.066782567,4.77213554,6.259669433,1934,1499,2463,1303,237,395,338,245
NT5C,3559.858974,-0.56217625,0.203343663,-1.181488284,0.237408805,0.584426129,51.10452846,48.95368809,52.1730123,49.38012441,35.68426323,33.17139169,33.17904887,37.22587087,7022,7058,7000,3233,2307,2586,2350,1457
SUMO2,19185.76667,-0.990368943,0.256719565,-2.60377836,0.009220236,0.048975745,209.723611,212.4678843,226.7364582,257.7450045,243.8192636,216.9096031,152.3412499,210.784787,28817,30633,30421,16875,15763,16910,10790,8250
NUP85,2074.667509,0.252735968,0.232513686,0,1,1,43.62297687,33.00108358,50.94321986,30.83775787,10.13142281,15.91867637,18.86264225,19.64769712,5994,4758,6835,2019,655,1241,1336,769
GGA3,2697.761603,-0.214775415,0.284645281,0,1,1,46.62141973,47.72603114,41.20177314,38.10807621,11.43071978,21.29331408,35.69218534,32.34588368,6406,6881,5528,2495,739,1660,2528,1266
MRPS7,7467.606814,1.081836287,0.184261263,4.124080004,3.7222E-05,0.000459241,172.3886308,160.6357915,185.0874878,197.6885092,34.69432268,43.65129386,32.33192422,49.00426927,23687,23160,24833,12943,2243,3403,2290,1918
MIF4GD,2492.761546,0.207393804,0.168243083,0,1,1,41.82536671,36.55227207,54.52079785,57.49050055,16.00919482,18.38151752,19.32856081,23.83784319,5747,5270,7315,3764,1035,1433,1369,933
SLC25A19,1573.180829,0.613944172,0.174790888,1.670659608,0.094788931,0.301895922,29.44587328,27.77833959,42.23032681,35.78646195,7.269875906,11.4034676,11.76091392,11.52290169,4046,4005,5666,2343,470,889,833,451
GRB2,6604.380645,1.004600813,0.203678783,3.351712478,0.000803134,0.00645773,146.0285337,132.9822984,171.3436257,173.7239514,35.62239194,41.12431623,31.83776817,35.38629455,20065,19173,22989,11374,2303,3206,2255,1385
CASKIN2,1219.482337,-0.231349984,0.284542645,0,1,1,18.27449031,18.17209731,22.73998007,19.99337546,7.331747191,6.670194772,18.05787383,12.90258393,2511,2620,3051,1309,474,520,1279,505
TSEN54,3639.298486,0.132294674,0.196884786,0,1,1,61.29341195,56.83982345,81.13648741,70.45793811,17.50957346,27.09125261,37.16053474,37.27697021,8422,8195,10886,4613,1132,2112,2632,1459
LLGL2,5022.19405,0.247922054,0.216763886,0,1,1,98.21355904,112.1051942,82.57497189,85.41096681,32.20400348,37.43005451,40.93023944,42.66795083,13495,16163,11079,5592,2082,2918,2899,1670
RECQL5,959.5270966,0.154215082,0.275695298,0,1,1,19.41710082,19.36507469,14.59353687,16.8317034,4.114440407,6.272548545,9.346608661,11.82949774,2668,2792,1958,1102,266,489,662,463
SMIM5,6.929223765,0.027191037,1.082044478,0,1,1,0.094611061,0.145654215,0.178878899,0.061095112,0.123742569,0.051309191,0,0.025549671,13,21,24,4,8,4,0,1
SMIM6,22.00439436,-1.242363548,0.648521714,-1.419282397,0.155816702,0.436189514,0.072777739,0.37453941,0.253411774,0.213832893,0.154678211,0.423300822,0.141187442,0.332145725,10,54,34,14,10,33,10,13
SAP30BP,2744.134502,0.850225278,0.237113849,2.228031749,0.025878398,0.110293512,69.93940736,67.24369595,56.9282097,50.58675288,13.56527909,18.93309131,14.14698169,18.65125994,9610,9695,7638,3312,877,1476,1002,730
ITGB4,780.3814693,-0.173240623,0.372343132,0,1,1,14.6210478,19.19861273,7.870671569,8.064554806,6.867712558,7.722033178,5.74632889,6.719563514,2009,2768,1056,528,444,602,407,263
GALK1,4607.472589,0.832889994,0.286690525,1.782276899,0.074704088,0.252108339,103.9338893,116.4401411,97.3250278,93.09367717,31.72450103,29.72084863,19.3567983,25.90736655,14281,16788,13058,6095,2051,2317,1371,1014
UNK,3488.321854,-0.165644669,0.177297917,0,1,1,54.11752686,56.69416923,58.97786376,61.61442062,19.92255355,28.47660076,36.53930999,41.16052023,7436,8174,7913,4034,1288,2220,2588,1611
UNC13D,50.2287358,-0.70670026,0.598874633,-0.642492008,0.520553777,0.969237994,0.618610783,0.72133516,0.514276836,0.840057792,0.417631169,0.205236762,1.256568234,0.178847698,85,104,69,55,27,16,89,7
WBP2,15916.19805,0.12277171,0.307135707,0,1,1,324.80705,325.5163629,261.4464179,237.339237,131.5847539,166.5239779,87.22560168,108.305056,44630,46932,35078,15539,8507,12982,6178,4239
TRIM47,3133.743497,0.246360923,0.243279001,0,1,1,52.59647212,46.49837418,78.63218282,64.50116467,15.05018991,18.53544509,35.08507934,29.45877084,7227,6704,10550,4223,973,1445,2485,1153
TRIM65,3143.653083,-0.044555126,0.170274563,0,1,1,47.53841924,46.31804039,64.75416155,61.26312373,18.14375412,26.16768718,33.39083004,30.50630736,6532,6678,8688,4011,1173,2040,2365,1194
MRPL38,287.0383645,-0.505249177,0.479416821,-0.3823835,0.702176927,1,5.101719517,6.533631933,2.355238841,1.970317367,1.778799424,5.066782567,2.018980421,2.401669088,701,942,316,129,115,395,143,94
FBF1,500.7687394,0.487268379,0.277134365,0.596606937,0.550769839,1,9.446550547,8.371649409,12.20103159,11.48588109,2.289237519,2.180640599,5.294529076,4.522291794,1298,1207,1637,752,148,170,375,177
ACOX1,1441.518682,-0.664873951,0.170391122,-2.01269792,0.044146418,0.166784598,20.0648227,15.77920663,23.39586937,19.53516212,11.152299,14.35374606,16.27891206,17.83367047,2757,2275,3139,1279,721,1119,1153,698
TEN1-CDK3,46.60931203,-0.778692001,0.475693038,-0.960207255,0.336950916,0.740985889,0.916999514,0.506321795,0.633529435,0.290201783,0.262952958,0.461782715,0.53651228,0.792039806,126,73,85,19,17,36,38,31
TEN1,16.04964734,-2.521047219,0.626430622,-3.510554957,0.000447172,0.003965795,0.065499965,0.05548732,0.1192526,0.106916446,0.077339105,0.230891357,0.367087349,0.281046383,9,8,16,7,5,18,26,11
CDK3,39.86674519,-1.325763319,0.528541465,-1.899255386,0.057530906,0.205672621,0.516721948,0.43002673,0.395024236,0.229106671,0.262952958,0.590055691,0.833005908,0.22994704,71,62,53,15,17,46,59,9
EVPL,2010.764501,1.503290815,0.306300259,3.856877973,0.000114844,0.001217387,57.75641382,64.6774074,42.21542024,40.04784603,5.429205198,7.119150189,13.72341936,9.504477669,7936,9325,5664,2622,351,555,972,372
