gene_name,Ensembl_ID,outdegree_diff,rank_outdegree,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,logpvalue,rank_exp,chromvar_ave_diff,motif_name,rank_chromvar,TF_rank,,,,,,,,,,,,,,
AHRR,ENSG00000063438,-50.9895899,434,377.584529,-2.668541853,0.9135916,-2.92093519,0.003489824,0.033671243,-2.457196454,648,0.477685117,AHRR_M2917_1.02,282,1364,,,,,,,,,,,,,,
ATF6B,ENSG00000213676,-12.75251038,351,2753.773316,-1.039343392,0.377504213,-2.7531968,0.005901641,0.048650173,-2.229027229,639,-1.880737589,ATF6B_M2978_1.02,376,1366,,,,,,,,,,,,,,
GSX1,ENSG00000169840,-39.13080327,411,1.183665473,-3.040255715,3.042365539,-0.999306519,0.317646229,NA,-0.498056297,437,-5.056813092,GSX1_M5502_1.02,520,1368,,,,,,,,,,,,,,
SOX7,ENSG00000171056,56.09922115,228,237.1799033,-1.965446918,0.973350928,-2.019258277,0.043460382,0.180177845,-1.361906461,568,-6.137946964,SOX7_M5837_1.02,574,1370,,,,,,,,,,,,,,
PBX1,ENSG00000185630,-37.09755186,402,3410.659661,-1.184143443,0.490968692,-2.41185123,0.015871756,0.094773341,-1.799375013,612,-1.589422396,PBX1_M1898_1.02,357,1371,,,,,,,,,,,,,,
CREB3L1,ENSG00000157613,-66.69217942,467,2680.55572,-4.748452311,1.354435256,-3.505854039,0.000455145,0.0077579,-3.341850471,681,2.033986907,CREB3L1_M5329_1.02,223,1371,,,,,,,,,,,,,,
NFKB2,ENSG00000077150,-229.1472759,619,2258.015618,0.212184651,0.542467726,0.39114705,0.695688544,0.847455695,-0.157585148,210,-5.462058142,NFKB2_M6370_1.02,543,1372,,,,,,,,,,,,,,
HLX,ENSG00000136630,-56.68057159,447,64.58836841,0.111495041,0.892458489,0.124930227,0.900578788,0.954862968,-0.045478286,246,-9.584247248,HLX_M1018_1.02,681.5,1374.5,,,,,,,,,,,,,,
ZNF202,ENSG00000166261,-385.5677849,668,842.1965856,0.746532942,0.323071144,2.310738533,0.020847301,0.113287574,-1.680950153,38,-8.800689628,ZNF202_M0404_1.02,670,1376,,,,,,,,,,,,,,
RREB1,ENSG00000124782,-593.7907886,720,2620.025215,0.490475917,0.205788025,2.383403593,0.017153377,0.099708628,-1.765650373,37,-6.976193129,RREB1_M3843_1.02,621,1378,,,,,,,,,,,,,,
KLF16,ENSG00000129911,-597.2252883,722,1342.749379,0.050802838,0.298673589,0.170094846,0.864935546,0.93825717,-0.063016254,238,-3.340618967,KLF16_M5593_1.02,420,1380,,,,,,,,,,,,,,
POU4F2,ENSG00000151615,265.0652859,92,9.918349963,-0.319776869,2.579437976,-0.123971529,NA,NA,NA,759,-5.298305487,POU4F2_M6427_1.02,531,1382,,,,,,,,,,,,,,
PDX1,ENSG00000139515,-24.23545406,373,90.14891854,-0.680477237,1.209812721,-0.562464938,0.573799286,0.770248725,-0.241239997,352,-8.337229974,PDX1_M5713_1.02,659.5,1384.5,,,,,,,,,,,,,,
POU3F1,ENSG00000185668,302.7484333,82,76.24266098,-4.256424136,1.117894235,-3.807537424,0.000140358,0.00317578,-3.852764365,695,-6.805746021,POU3F1_M6425_1.02,609,1386,,,,,,,,,,,,,,
PHOX2A,ENSG00000165462,123.4799845,158,1.499460899,0.895235809,1.256383235,0.712549948,NA,NA,NA,766,-4.299658151,PHOX2A_M5714_1.02,462,1386,,,,,,,,,,,,,,
DLX3,ENSG00000064195,-23.51930625,368.5,429.011606,-3.192785251,1.334541636,-2.392420862,0.016737637,0.098053821,-1.776305849,611,-2.931437789,DLX3_M5341_1.02,406.5,1386,,,,,,,,,,,,,,
VSX1,ENSG00000100987,-126.9952505,539,2.555612263,-0.49120439,1.730191482,-0.28390175,0.776485675,0.891476482,-0.109866552,301,-5.55745991,VSX1_M5950_1.02,546,1386,,,,,,,,,,,,,,
NANOG,ENSG00000111704,17.90922349,296,33.27253404,7.660954186,2.092040116,3.661953769,NA,NA,NA,749,-1.259264656,NANOG_M6357_1.02,347,1392,,,,,,,,,,,,,,
IRF1,ENSG00000125347,114.2947058,167,1049.765483,-2.799241746,0.592871085,-4.721501551,2.34E-06,0.000120976,-5.630580322,714,-5.027258933,IRF1_M1882_1.02,513,1394,,,,,,,,,,,,,,
TBX2,ENSG00000121068,-145.849263,560,531.0810119,-0.483802229,1.143860155,-0.422955749,0.672327547,0.832355526,-0.172419094,329,-4.918865014,TBX2_M5888_1.02,506,1395,,,,,,,,,,,,,,
HES1,ENSG00000114315,-208.328883,605,3441.577797,-1.624097804,0.741285813,-2.190919851,0.028457593,0.137952008,-1.545801837,586,2.445117208,HES1_M6271_1.02,206,1397,,,,,,,,,,,,,,
HES5,ENSG00000197921,-22.45880184,366,4.622420144,0.071040845,1.183042801,0.06004926,NA,NA,NA,761,0.593041242,HES5_M5504_1.02,271,1398,,,,,,,,,,,,,,
HOXA2,ENSG00000105996,-68.1715451,471,34.75877438,-0.666213428,0.691742493,-0.963094554,0.335500075,0.583856771,-0.474307379,430,-4.792642526,HOXA2_M0887_1.02,498,1399,,,,,,,,,,,,,,
ZIC3,ENSG00000156925,-404.2004599,675,8.18270168,4.978816473,2.009567852,2.477555793,0.013228572,0.084931793,-1.87848702,33,-9.986170417,ZIC3_M5964_1.02,691,1399,,,,,,,,,,,,,,
ZNF263,ENSG00000006194,-944.4558072,745,1815.186101,0.191051744,0.174161496,1.096980382,0.272649968,0.521440144,-0.564394549,116,-5.44001856,ZNF263_M2324_1.02,538,1399,,,,,,,,,,,,,,
STAT2,ENSG00000170581,-35.03267746,397,2945.410976,-0.421749448,0.381003084,-1.106944973,0.26831772,0.517197845,-0.571350645,452,-5.628244057,STAT2_M6494_1.02,551,1400,,,,,,,,,,,,,,
SNAI3,ENSG00000185669,-71.80405502,475,133.4305132,-1.862334884,0.729116606,-2.554234631,0.010642152,0.073234092,-1.972970557,624,-0.067410774,SNAI3_M0424_1.02,302,1401,,,,,,,,,,,,,,
SP5,ENSG00000204335,-266.5064094,637.5,473.3330649,-4.085982744,1.28333468,-3.183879318,0.001453156,0.018121075,-2.837687813,666,6.243717688,SP5_M5209_1.02,97.5,1401,,,,,,,,,,,,,,
CEBPA,ENSG00000245848,-112.4114532,527,26.18555945,0.885180537,1.150404427,0.769451608,0.441625262,0.675398258,-0.354946092,153,-14.46526964,CEBPA_M6169_1.02,724,1404,,,,,,,,,,,,,,
SP4,ENSG00000105866,-720.7540098,731,1254.85098,-0.69366214,0.355802998,-1.949568005,0.05122763,0.198802156,-1.290495736,562,5.601880493,SP4_M5855_1.02,112,1405,,,,,,,,,,,,,,
ALX1,ENSG00000180318,80.99564085,194,31.99686267,-6.630792686,1.913472413,-3.465319197,0.000529602,0.008675823,-3.276049977,679,-5.345735485,ALX1_M3016_1.02,534,1407,,,,,,,,,,,,,,
CREB3L3,ENSG00000060566,-97.73150518,504.5,0.687056932,-0.120896989,1.373772025,-0.088003677,0.929873754,NA,-0.03157601,273,-7.203826076,CREB3L3_M5323_1.02,630,1407.5,,,,,,,,,,,,,,
ZBTB42,ENSG00000179627,-388.3763573,671.5,977.515663,0.516133735,0.568926374,0.907206553,0.364297579,0.610245828,-0.438543715,137,-6.632056461,ZBTB42_M3841_1.02,600.5,1409,,,,,,,,,,,,,,
ZBTB7C,ENSG00000184828,-109.259229,521,984.6747476,-1.590489009,1.042091045,-1.52624765,0.126948201,0.341255663,-0.89637345,512,-1.931586331,ZBTB7C_M5962_1.02,377,1410,,,,,,,,,,,,,,
ZBTB7A,ENSG00000178951,-701.3897981,729,2483.820364,0.095629382,0.279717299,0.341878683,0.732442192,0.868819975,-0.135226646,218,-4.308928427,ZBTB7A_M6538_1.02,463,1410,,,,,,,,,,,,,,
ISL2,ENSG00000159556,-37.56868611,405,108.0707503,-0.718826377,0.876293986,-0.820302762,0.412043532,0.651513765,-0.385056899,398,-6.846491375,ISL2_M5583_1.02,611,1414,,,,,,,,,,,,,,
HIC1,ENSG00000177374,-453.2669208,686,65.50887719,-0.087380589,0.686818471,-0.127225158,0.898762194,0.954080306,-0.046355204,277,-4.082357112,HIC1_M6274_1.02,452,1415,,,,,,,,,,,,,,
HIC2,ENSG00000169635,-112.8920613,529,504.7043871,-1.030369268,0.449880516,-2.290317609,0.022002912,0.117169175,-1.657519843,602,0.439028521,HIC2_M5512_1.02,285,1416,,,,,,,,,,,,,,
BCL11B,ENSG00000127152,-160.8806111,575.5,81.1808182,-1.07950616,1.399730924,-0.771224056,0.440574138,0.674649596,-0.355981,388,-4.212246596,BCL11B_M4453_1.02,455.5,1419,,,,,,,,,,,,,,
ARNTL,ENSG00000133794,-100.7705644,511,667.0682175,-1.083467659,0.302615477,-3.580344507,0.000343141,0.006290461,-3.464526763,685,1.982348119,ARNTL_M6162_1.02,225,1421,,,,,,,,,,,,,,
BARHL1,ENSG00000125492,-62.40098673,459,4.778480674,-0.579362853,1.44735482,-0.400290823,0.688942326,0.843231505,-0.161817133,322,-7.534203592,BARHL1_M0961_1.02,643,1424,,,,,,,,,,,,,,
MESP1,ENSG00000166823,-465.3040627,689.5,617.7547799,3.75769851,0.661486392,5.680689062,1.34E-08,1.85E-06,-7.872399066,2,-16.18644171,MESP1_M5627_1.02,735.5,1427,,,,,,,,,,,,,,
WT1,ENSG00000184937,-784.8359137,736,69.25188963,1.295851093,1.669460871,0.776209323,0.437625402,0.672471308,-0.358897477,152,-5.451156931,WT1_M6535_1.02,539,1427,,,,,,,,,,,,,,
NFATC3,ENSG00000072736,-60.25343208,454,1304.776422,-0.496597763,0.407174494,-1.219619033,0.222609328,0.465606657,-0.652456641,465,-5.013294062,NFATC3_M1517_1.02,510,1429,,,,,,,,,,,,,,
GLI3,ENSG00000106571,-145.0038167,559,846.794042,-1.31385026,1.183537658,-1.110104314,0.266954078,0.515657094,-0.57356344,453,-3.294591885,GLI3_M6266_1.02,417,1429,,,,,,,,,,,,,,
ETV7,ENSG00000010030,-69.47162467,472,112.9601411,-2.995393904,1.012783965,-2.957584249,0.0031006,0.031050428,-2.50855425,652,-0.295043758,ETV7_M6224_1.02,308,1432,,,,,,,,,,,,,,
SOX15,ENSG00000129194,-121.8534118,537,64.33293958,0.243671478,0.436032977,0.558837268,0.576272785,0.771992395,-0.23937189,182,-12.51814727,SOX15_M6472_1.02,713,1432,,,,,,,,,,,,,,
TGIF2,ENSG00000118707,-55.9537339,444,1352.663038,-0.297370726,0.416177345,-0.714528866,0.474900213,0.699858413,-0.323397635,374,-6.866576862,TGIF2_M5934_1.02,615,1433,,,,,,,,,,,,,,
ATF4,ENSG00000128272,-127.8388396,540,17221.94204,0.18677732,0.331988557,0.562601678,0.573706149,0.770207939,-0.241310495,179,-13.26935894,ATF4_M5292_1.02,717,1436,,,,,,,,,,,,,,
KLF8,ENSG00000102349,-537.9254947,709,48.16610466,0.256180013,1.257510827,0.203719926,0.83857237,0.924966159,-0.076459451,232,-4.772028429,KLF8_M6326_1.02,495,1436,,,,,,,,,,,,,,
BARX2,ENSG00000043039,104.5950159,173,259.8155282,-4.727651636,1.066641313,-4.432278759,9.32E-06,0.000370604,-5.030386746,709,-5.757126137,BARX2_M6157_1.02,555,1437,,,,,,,,,,,,,,
ISL1,ENSG00000016082,17.21365132,297,306.3600673,-3.983469603,1.193025219,-3.338965127,0.000840911,0.012249122,-3.075249862,672,-4.40948357,ISL1_M6315_1.02,469,1438,,,,,,,,,,,,,,
NFE2L1,ENSG00000082641,-61.39821636,456,11483.08008,-0.382547462,0.343529189,-1.113580662,0.265459126,0.514348118,-0.576002339,455,-5.277191688,NFE2L1_M4030_1.02,527,1438,,,,,,,,,,,,,,
ZNF740,ENSG00000139651,-573.0123669,714,2613.379394,0.20462624,0.285184362,0.717522652,0.473051665,0.698318064,-0.325091425,159,-5.951648195,ZNF740_M5978_1.02,565,1438,,,,,,,,,,,,,,
MZF1,ENSG00000099326,-811.7167698,739,1273.613971,0.886089797,0.36574963,2.422667654,0.015407015,0.093033459,-1.812281504,35,-8.472438199,MZF1_M3594_1.02,664,1438,,,,,,,,,,,,,,
LHX5,ENSG00000089116,-55.18316128,441.5,26.48807641,-1.467817877,1.420805436,-1.033088585,0.301562445,0.550985553,-0.520622745,442,-5.764118822,LHX5_M0931_1.02,556.5,1440,,,,,,,,,,,,,,
HMX2,ENSG00000188816,103.5410861,176,48.66485574,-5.739497389,1.390290623,-4.128271669,3.66E-05,0.001098049,-4.437112459,703,-5.882991998,HMX2_M5519_1.02,563,1442,,,,,,,,,,,,,,
TAL2,ENSG00000186051,-387.2958664,669.5,13.00268684,1.59199288,0.835910146,1.904502402,0.056844784,0.21097001,-1.245309378,57,-12.99595872,TAL2_M6500_1.02,715.5,1442,,,,,,,,,,,,,,
MESP2,ENSG00000188095,-465.3040627,689.5,82.65265815,3.324628105,1.003814576,3.31199425,0.000926334,0.013159126,-3.033232162,17,-16.18644171,MESP2_M5627_1.02,735.5,1442,,,,,,,,,,,,,,
EMX1,ENSG00000135638,-77.81398077,482,57.69899212,-0.893420228,1.219978523,-0.732324555,0.463970496,0.69226936,-0.333509636,376,-6.377576604,EMX1_M5386_1.02,587,1445,,,,,,,,,,,,,,
NKX21,ENSG00000136352,14.90215911,301,209.9241755,-2.034066521,1.356812276,-1.49915103,0.133834456,0.351231259,-0.873432063,508,-7.438888442,NKX21_M6374_1.02,637,1446,,,,,,,,,,,,,,
TWIST2,ENSG00000233608,-8.376068893,344,20.57514031,-6.589051185,2.163084835,-3.046136276,0.002318027,0.025320715,-2.634881421,658,-4.062042132,TWIST2_M0177_1.02,450,1452,,,,,,,,,,,,,,
HOXD4,ENSG00000170166,-57.69670366,449,7.680889602,-2.693415177,1.220365543,-2.207056067,0.027310143,0.134765377,-1.563676033,592,-3.010699923,HOXD4_M6303_1.02,411,1452,,,,,,,,,,,,,,
KLF10,ENSG00000155090,-149.0101905,568.5,3087.536361,-1.190785095,0.480130239,-2.480129347,0.013133473,0.084447824,-1.881620413,617,0.682568404,KLF10_M5591_1.02,266.5,1452,,,,,,,,,,,,,,
SP7,ENSG00000170374,-474.8829801,695,2.930730891,-0.922193558,1.066957935,-0.864320446,0.387411881,0.631632039,-0.411827064,405,-1.458002107,SP7_M5856_1.02,353,1453,,,,,,,,,,,,,,
HEY2,ENSG00000135547,-188.4419876,593,188.0989107,-3.8761891,1.123379051,-3.450473015,0.000559605,0.009079012,-3.25211833,677,3.030234167,HEY2_M5511_1.02,186,1456,,,,,,,,,,,,,,
TFDP1,ENSG00000198176,-32.37834436,393,10745.32555,-1.40985062,0.326910149,-4.312654785,1.61E-05,0.000574223,-4.792349805,705,-1.699064922,TFDP1_M6515_1.02,362,1460,,,,,,,,,,,,,,
SCRT2,ENSG00000215397,-59.34522027,453,18.17701188,-3.693548505,2.303878086,-1.603187481,0.108893269,0.311612594,-0.962998966,527,-4.638904334,SCRT2_M5805_1.02,484,1464,,,,,,,,,,,,,,
XBP1,ENSG00000100219,-102.5596975,514,12240.07368,-0.542283518,0.522465501,-1.037931723,0.299301843,0.548885247,-0.523890608,443,-5.011347424,XBP1_M5952_1.02,509,1466,,,,,,,,,,,,,,
ETS1,ENSG00000134954,-224.0631723,618,1584.562283,-5.505924199,0.937895843,-5.870507092,4.34E-09,7.46E-07,-8.362046009,732,5.404797129,ETS1_M4461_1.02,116,1466,,,,,,,,,,,,,,
NEUROG2,ENSG00000178403,-180.7892824,590,7.434149509,-0.095568945,1.251439404,-0.076367218,0.93912695,0.971836781,-0.027275696,271,-6.761565338,NEUROG2_M5654_1.02,607,1468,,,,,,,,,,,,,,
MIXL1,ENSG00000185155,-111.6479254,525,6.593553752,-1.76505192,1.279861259,-1.379096295,0.167865066,0.399543172,-0.775039675,488,-4.226121484,MIXL1_M5631_1.02,459,1472,,,,,,,,,,,,,,
IRF2,ENSG00000168310,23.1799155,286,1273.459467,-0.808152085,0.472032674,-1.712068104,0.086884118,0.272388228,-1.061059601,539,-7.732562588,IRF2_M1883_1.02,648,1473,,,,,,,,,,,,,,
TFAP4,ENSG00000090447,-520.2638888,707,961.0363237,0.598897497,0.292299402,2.048917971,0.040470137,0.172207365,-1.392865328,47,-13.89325731,TFAP4_M6513_1.02,720,1474,,,,,,,,,,,,,,
LHX8,ENSG00000162624,93.41480392,183,1.764174465,1.305234159,3.572908664,0.365314169,NA,NA,NA,765,-5.295905471,LHX8_M0969_1.02,530,1478,,,,,,,,,,,,,,
CEBPG,ENSG00000153879,-132.9156342,546,4133.82966,0.071874292,0.31467807,0.228405785,0.819330792,0.915236314,-0.086540723,230,-11.30775044,CEBPG_M5318_1.02,702,1478,,,,,,,,,,,,,,
EMX2,ENSG00000170370,2.096187242,328,17.69973592,-4.266149776,2.041672236,-2.089537048,0.036659407,0.16160667,-1.435814569,576,-6.167682653,EMX2_M5388_1.02,575,1479,,,,,,,,,,,,,,
DLX5,ENSG00000105880,5.968206234,316,445.5645664,-5.303210692,1.21850547,-4.352225592,1.35E-05,0.000497477,-4.870430973,707,-4.222226344,DLX5_M5343_1.02,457.5,1480.5,,,,,,,,,,,,,,
CREM,ENSG00000095794,-44.47940089,421,759.0869336,-0.922099027,0.453328676,-2.034062868,0.041945257,0.176040192,-1.377317138,573,-4.748814821,CREM_M6181_1.02,488,1482,,,,,,,,,,,,,,
VAX2,ENSG00000116035,-54.6134533,439.5,10.61186134,-0.741171064,0.968403035,-0.765353925,0.444060821,0.676534996,-0.352557542,386,-8.337229974,VAX2_M5945_1.02,659.5,1485,,,,,,,,,,,,,,
RFX3,ENSG00000080298,-12.19400996,348,1425.355939,-0.704998537,0.57859978,-1.218456284,0.223050628,0.466240173,-0.65159655,464,-9.226892868,RFX3_M5775_1.02,675,1487,,,,,,,,,,,,,,
HOXD3,ENSG00000128652,34.91176567,263,126.8344371,-3.649160299,1.272226501,-2.868325958,0.004126502,0.037873771,-2.384417983,645,-6.263284086,HOXD3_M1071_1.02,579.5,1487.5,,,,,,,,,,,,,,
E2F6,ENSG00000169016,-278.9370214,644,1016.431039,-0.251824139,0.310605359,-0.810752718,0.417507692,0.656417578,-0.379335519,395,-4.0717385,E2F6_M4615_1.02,451,1490,,,,,,,,,,,,,,
MAFA,ENSG00000182759,-246.1775225,631,43.16213977,-1.266789724,0.727581179,-1.741097435,0.081666501,0.262534136,-1.087956052,541,-0.649085062,MAFA_M6330_1.02,319,1491,,,,,,,,,,,,,,
DLX4,ENSG00000108813,-23.51930625,368.5,234.118075,-4.593816607,1.00239368,-4.582846739,4.59E-06,0.000211192,-5.338482402,711,-3.125547168,DLX4_M5342_1.02,414,1493.5,,,,,,,,,,,,,,
SP1,ENSG00000185591,-831.4107525,741,6117.588923,-0.112106306,0.285565511,-0.392576489,0.694632307,0.846796001,-0.158245022,319,-3.810874942,SP1_M6479_1.02,437,1497,,,,,,,,,,,,,,
HOXB8,ENSG00000120068,38.95108106,258,589.1607029,-3.438695357,1.348149229,-2.550678577,0.010751343,0.07377825,-1.968537287,623,-6.881447543,HOXB8_M6298_1.02,618,1499,,,,,,,,,,,,,,
ZNF683,ENSG00000176083,-97.18260479,502,0.400009314,-1.6275043,1.661170481,-0.979733458,0.327217706,NA,-0.485163205,434,-5.980436081,ZNF683_M4545_1.02,566,1502,,,,,,,,,,,,,,
NKX24,ENSG00000125816,-29.89842397,384,9.952831261,-2.226418876,1.817898961,-1.224720913,0.220680392,0.463343414,-0.656236254,466,-8.037812511,NKX24_M0908_1.02,653,1503,,,,,,,,,,,,,,
MAFK,ENSG00000198517,-421.8951891,679,538.5856867,0.61540827,0.377811468,1.628876626,0.103339139,0.301808076,-0.985735161,78,-22.42577682,MAFK_M6334_1.02,754,1511,,,,,,,,,,,,,,
MAZ,ENSG00000103495,-1011.889896,748,3363.815575,0.312037007,0.394459593,0.791049356,0.42891519,0.666139542,-0.367628573,149,-6.87321489,MAZ_M6336_1.02,616,1513,,,,,,,,,,,,,,
MEIS2,ENSG00000134138,4.801002376,321,609.9018525,-5.759944603,0.999147143,-5.764861205,8.17E-09,1.23E-06,-8.087644703,730,-4.401279696,MEIS2_M5619_1.02,466,1517,,,,,,,,,,,,,,
LEF1,ENSG00000138795,-135.7912026,551,1258.054024,0.065393539,0.985015431,0.06638834,0.947068653,0.975857686,-0.023618538,254,-12.47145095,LEF1_M6327_1.02,712,1517,,,,,,,,,,,,,,
ETV4,ENSG00000175832,-244.7500465,630,2522.368589,-4.295768216,0.90685385,-4.737001683,2.17E-06,0.00011461,-5.663733711,715,3.290185494,ETV4_M5423_1.02,175,1520,,,,,,,,,,,,,,
GLIS2,ENSG00000126603,-265.762667,636,411.9627829,-0.151185492,0.525718123,-0.287579001,0.773669021,0.889834946,-0.111444793,303,-6.279157885,GLIS2_M5491_1.02,581,1520,,,,,,,,,,,,,,
DLX6,ENSG00000006377,-26.56342626,376,243.1667167,-2.755952935,1.218195593,-2.262323844,0.023677402,0.122703584,-1.625665946,598,-5.625327502,DLX6_M5344_1.02,550,1524,,,,,,,,,,,,,,
DNMT1,ENSG00000130816,-167.0855885,582,11782.77465,-0.883073999,0.267577552,-3.300254413,0.000965972,0.01358205,-3.015035389,669,0.549827652,DNMT1_M0609_1.02,273,1524,,,,,,,,,,,,,,
RELA,ENSG00000173039,-274.6226107,642,4036.193945,0.102110185,0.327838906,0.311464514,0.755447516,0.881480826,-0.121795702,221,-8.470978208,RELA_M4444_1.02,663,1526,,,,,,,,,,,,,,
SP2,ENSG00000167182,-660.3578771,728,1256.741271,-0.249334318,0.327935354,-0.760315457,0.447066045,0.678963919,-0.349628314,385,-3.431256684,SP2_M2314_1.02,423,1536,,,,,,,,,,,,,,
MEOX2,ENSG00000106511,118.1431332,163,103.7839837,-9.627611009,2.512055507,-3.832563008,0.000126815,0.002943509,-3.896829016,697,-9.612514934,MEOX2_M5624_1.02,684,1544,,,,,,,,,,,,,,
ZNF148,ENSG00000163848,-811.1078094,738,3134.58462,0.173035393,0.248841353,0.695364301,0.486827027,0.708285375,-0.312625319,162,-7.591199363,ZNF148_M6552_1.02,645,1545,,,,,,,,,,,,,,
TFAP2D,ENSG00000008197,-587.8261036,719,2.633072293,-3.602885689,2.283997776,-1.577447109,0.114692683,0.320948954,-0.940464288,520,-0.502394257,TFAP2D_M6146_1.02,314,1553,,,,,,,,,,,,,,
BATF3,ENSG00000123685,-146.3240594,562,71.96465006,-0.733854577,0.831549836,-0.882514246,0.377498779,0.622912384,-0.423084449,414,-6.324703589,BATF3_M5302_1.02,585,1561,,,,,,,,,,,,,,
MEIS3,ENSG00000105419,-99.63668428,508,187.9867803,-1.66236657,1.050519281,-1.582423664,0.113552886,0.318885283,-0.944801824,521,-5.327045555,MEIS3_M5622_1.02,533,1562,,,,,,,,,,,,,,
ID3,ENSG00000117318,-557.4690692,712.5,1681.189119,0.929870702,0.864294207,1.075872885,0.28198411,0.530758686,-0.549775363,121,-14.81162663,ID3_M5571_1.02,728.5,1562,,,,,,,,,,,,,,
SOX9,ENSG00000125398,123.6188688,157,5793.431973,-2.99501593,0.716607427,-4.179437466,2.92E-05,0.000922136,-4.534273626,704,-11.4231184,SOX9_M3916_1.02,704,1565,,,,,,,,,,,,,,
CREB1,ENSG00000118260,-288.5112895,649,2962.453247,0.081111601,0.238388652,0.340249421,0.733668703,0.869457442,-0.134500007,219,-10.79859449,CREB1_M4013_1.02,697,1565,,,,,,,,,,,,,,
HOXB7,ENSG00000260027,-1.560599623,332,585.9486115,-1.900990047,0.767994937,-2.475263775,0.01331378,0.085261349,-1.875698609,616,-6.933147301,HOXB7_M6297_1.02,619,1567,,,,,,,,,,,,,,
NFATC2,ENSG00000101096,-108.3072761,520,277.1654545,-1.611676972,0.759984786,-2.120670047,0.033949579,0.154283855,-1.469165608,579,-4.413898267,NFATC2_M1518_1.02,470,1569,,,,,,,,,,,,,,
PAX5,ENSG00000196092,-598.1624919,723,721.7774757,-0.228568696,1.370790709,-0.166742227,0.867572878,0.939873525,-0.061694033,288,-5.789079293,PAX5_M4471_1.02,559,1570,,,,,,,,,,,,,,
LHX3,ENSG00000107187,16.05920317,300,7.220870767,1.237098348,1.203843246,1.027624113,NA,NA,NA,760,-5.017590025,LHX3_M6329_1.02,511,1571,,,,,,,,,,,,,,
AHR,ENSG00000106546,-136.311987,552,5162.074881,-3.056264379,0.808079542,-3.782133093,0.00015549,0.003434589,-3.808297025,691,-0.857317651,AHR_M6139_1.02,328,1571,,,,,,,,,,,,,,
ZBTB4,ENSG00000174282,-164.9562077,579,2926.90869,-0.748809013,0.420118183,-1.782377063,0.074687763,0.24875613,-1.126750546,544,-4.043658214,ZBTB4_M6541_1.02,448,1571,,,,,,,,,,,,,,
SP8,ENSG00000164651,-474.8829801,695,118.4998343,-1.44417668,0.901175401,-1.602547827,0.10903452,0.311883404,-0.962435983,526,-1.458002107,SP8_M5856_1.02,353,1574,,,,,,,,,,,,,,
HMX3,ENSG00000188620,-5.298163074,342,19.42993904,-5.143739485,2.326767278,-2.210680687,0.027057957,0.133864113,-1.567705,593,-7.47938586,HMX3_M5520_1.02,640,1575,,,,,,,,,,,,,,
BCL11A,ENSG00000119866,-160.8806111,575.5,694.3047065,-1.761452457,0.977885444,-1.801287121,0.071657637,0.242439422,-1.144737519,545,-4.212246596,BCL11A_M4453_1.02,455.5,1576,,,,,,,,,,,,,,
TCF7L1,ENSG00000152284,49.70912148,240,522.8280428,-2.907413719,0.775821347,-3.747529933,0.000178585,0.003813388,-3.748156163,690,-7.715335329,TCF7L1_M5903_1.02,647,1577,,,,,,,,,,,,,,
TGIF1,ENSG00000177426,-200.7334441,599,2812.98957,-0.981549145,0.657240566,-1.493439688,0.135322131,0.353613723,-0.868631173,507,-4.507887712,TGIF1_M5933_1.02,475,1581,,,,,,,,,,,,,,
SREBF2,ENSG00000198911,-1030.89846,749,15382.08079,0.010728215,0.296753432,0.036151951,0.971161199,0.987206789,-0.012708678,260,-6.102347609,SREBF2_M6488_1.02,572,1581,,,,,,,,,,,,,,
RAX,ENSG00000134438,-93.80424569,498,2.020807182,-3.205778456,2.084839256,-1.537662171,0.124131238,0.336731286,-0.906118914,513,-6.169911287,RAX_M5771_1.02,576,1587,,,,,,,,,,,,,,
TEAD4,ENSG00000197905,-179.4135531,588,714.3146121,-0.147145344,0.435359416,-0.337985899,0.735373814,0.870346821,-0.133491839,310,-10.68807589,TEAD4_M5908_1.02,696,1594,,,,,,,,,,,,,,
MEOX1,ENSG00000005102,-20.65603635,364,2.455736468,-4.11683246,2.083545725,-1.975878144,0.04816858,0.19159341,-1.317236155,565,-8.680975203,MEOX1_M5623_1.02,668,1597,,,,,,,,,,,,,,
PAX9,ENSG00000198807,-41.99047578,414,1413.251354,-1.078296654,0.505586295,-2.132764803,0.032944025,0.151802545,-1.482223343,581,-6.732840241,PAX9_M5711_1.02,605,1600,,,,,,,,,,,,,,
CEBPD,ENSG00000221869,-117.5020718,534,1753.943061,-0.371925622,0.633028145,-0.587534101,0.556845055,0.758912843,-0.254265633,355,-12.61508869,CEBPD_M6171_1.02,714,1603,,,,,,,,,,,,,,
ARNT2,ENSG00000172379,-517.8669623,706,1431.412836,-1.375579382,0.823673744,-1.670053699,0.09490874,0.286662264,-1.022693793,533,-1.715880604,ARNT2_M6150_1.02,364,1603,,,,,,,,,,,,,,
TLX2,ENSG00000115297,0.18847007,330,21.0212877,3.716328741,0.893057323,4.161355208,NA,NA,NA,755,-5.186617492,TLX2_M0891_1.02,525,1610,,,,,,,,,,,,,,
TAL1,ENSG00000162367,-387.2958664,669.5,2.874409649,0.323106671,1.256799226,0.257086943,0.797111657,0.902355174,-0.09848084,227,-12.99595872,TAL1_M6500_1.02,715.5,1612,,,,,,,,,,,,,,
